單詞,TF,DF
前任,66,48
利成,66,57
利息,66,49
公佈,66,55
們有,66,56
保存,66,49
但卻,66,64
但其,66,65
估將,66,65
任駐,66,48
他已,66,62
互聯,66,50
二天,66,63
事前,66,50
也以,66,65
且在,66,66
三種,66,54
一早,66,63
一倍,66,59
麼大,65,50
高漲,65,59
首波,65,55
類的,65,56
青山,65,24
露出,65,59
長戴,65,64
長周,65,56
錯過,65,61
野生,65,36
選在,65,62
較好,65,54
起到,65,62
財金,65,47
該有,65,57
西德,65,60
西北,65,60
行開,65,59
航運,65,44
自助,65,36
能從,65,60
能帶,65,61
能加,65,63
股王,65,53
而出,65,65
者不,65,64
美中,65,44
置的,65,60
總共,65,59
縮短,65,57
線充,65,12
系的,65,56
禮盒,65,23
看看,65,56
的還,65,64
的跨,65,61
的董,65,55
的花,65,53
的漲,65,59
的樂,65,59
的先,65,59
生時,65,59
現了,65,62
海今,65,59
浪費,65,44
次出,65,58
機台,65,38
標價,65,33
條文,65,48
查驗,65,34
林口,65,29
本預,65,60
本今,65,60
未提,65,59
望台,65,59
會要,65,62
普大,65,49
時事,65,54
明專,65,15
日推,65,60
於高,65,62
新建,65,46
提的,65,61
戰區,65,44
我要,65,47
後表,65,64
建國,65,32
年與,65,64
年則,65,62
差不,65,64
巨擘,65,55
少的,65,61
將延,65,56
家分,65,57
客家,65,22
宜的,65,59
定因,65,58
天一,65,59
大至,65,60
在每,65,61
國官,65,62
國合,65,61
困擾,65,60
喪失,65,55
品市,65,54
品和,65,64
周末,65,57
可用,65,61
可是,65,56
受矚,65,60
反恐,65,39
及電,65,59
千億,65,46
加班,65,31
到訪,65,48
出自,65,55
冰品,65,18
再增,65,51
全方,65,58
內銷,65,48
光產,65,52
傳輸,65,38
們是,65,59
保費,65,29
京舉,65,60
了新,65,63
乎都,65,61
乎是,65,65
不接,65,56
上百,65,62
上大,65,64
七年,65,38
一邊,65,47
一期,65,61
鷹派,64,55
體而,64,63
限於,64,62
關懷,64,54
開了,64,60
金可,64,31
量增,64,60
郵件,64,41
運算,64,45
週線,64,29
造一,64,58
軍人,64,44
議程,64,43
調度,64,53
要大,64,59
要先,64,56
製藥,64,39
行協,64,59
能做,64,60
股本,64,53
總務,64,44
競標,64,31
站的,64,56
眾不,64,58
監察,64,35
皇帝,64,18
的黑,64,53
的限,64,61
的考,64,60
的真,64,61
的火,64,58
的住,64,58
生福,64,54
熱絡,64,58
滯留,64,50
溫暖,64,58
海是,64,58
流失,64,56
派員,64,55
法是,64,59
歐系,64,29
業報,64,49
本金,64,57
本觀,64,54
本中,64,57
望讓,64,60
望的,64,64
有改,64,60
月到,64,61
會跟,64,55
會變,64,60
會參,64,62
會之,64,58
曾說,64,63
書記,64,51
春季,64,46
於民,64,59
於公,64,54
新投,64,45
斥資,64,61
放下,64,42
攸關,64,62
擊的,64,59
摩天,64,33
揭曉,64,56
持台,64,50
所致,64,57
慰問,64,46
廣東,64,45
廠區,64,44
年相,64,57
布最,64,62
市區,64,56
山海,64,38
屬的,64,62
將自,64,61
家認,64,60
家便,64,46
大產,64,59
大受,64,62
多重,64,58
多大,64,61
外還,64,62
外洩,64,52
夏日,64,38
場為,64,63
場收,64,57
在總,64,59
在短,64,63
在年,64,63
四天,64,59
和解,64,50
同於,64,59
受限,64,62
受關,64,64
受的,64,57
受理,64,35
受中,64,60
及各,64,63
勢不,64,63
動用,64,51
動日,64,60
前美,64,55
削減,64,53
出這,64,63
個世,64,57
但已,64,64
人失,64,56
交接,64,49
了美,64,56
也較,64,58
也帶,64,62
中提,64,61
且有,64,63
上空,64,42
黨在,63,56
高出,63,62
飆升,63,60
開車,63,51
銀人,63,54
金等,63,61
量較,63,58
迫使,63,62
農場,63,31
路走,63,59
購併,63,33
資成,63,53
買的,63,61
貨品,63,42
讓全,63,61
證的,63,57
訪團,63,37
言之,63,58
要能,63,56
要為,63,60
要往,63,54
行一,63,61
草莓,63,18
與發,63,61
能獲,63,58
聯想,63,47
美味,63,49
續維,63,56
立新,63,58
私募,63,38
石垣,63,22
盤整,63,56
皆有,63,61
的香,63,53
的背,63,59
的災,63,53
的傷,63,51
的位,63,57
發新,63,61
產學,63,38
王金,63,18
率團,63,55
率可,63,58
片面,63,53
爾夫,63,44
為未,63,60
為強,63,61
演的,63,59
洲大,63,48
標案,63,30
業是,63,58
東元,63,22
有過,63,58
有競,63,53
有太,63,58
月發,63,62
時段,63,52
是繼,63,63
於亞,63,56
新科,63,40
搜救,63,35
技的,63,52
戰車,63,8
我想,63,57
戈夫,63,31
後果,63,52
後不,63,63
度等,63,63
度成,63,60
年不,63,60
幅約,63,53
幅升,63,55
幅也,63,58
市況,63,46
對比,63,59
對公,63,54
家鄉,63,51
家業,63,54
客服,63,40
好事,63,54
天與,63,62
天會,63,62
大膽,63,56
大不,63,60
多時,63,62
場是,63,63
報的,63,51
基亞,63,24
地球,63,48
在成,63,56
在就,63,60
參謀,63,41
午召,63,60
動有,63,60
力爭,63,58
利部,63,54
全性,63,57
元或,63,33
價已,63,56
傷亡,63,52
們認,63,60
個會,63,56
信業,63,50
來要,63,60
作方,63,59
仰光,63,33
代言,63,37
介於,63,61
人手,63,43
人因,63,56
人到,63,60
主國,63,42
並列,63,48
一金,63,42
一股,63,61
馬自,62,25
靜岡,62,32
險公,62,37
門票,62,34
長與,62,58
錢的,62,53
量約,62,58
量不,62,61
那霸,62,41
運營,62,43
近百,62,56
路商,62,39
資買,62,55
議可,62,57
請日,62,57
誠意,62,54
要股,62,58
裡面,62,56
行資,62,48
蒙德,62,28
與法,62,58
能還,62,60
能要,62,57
股中,62,56
聞名,62,58
籌備,62,55
簡稱,62,54
節的,62,51
益比,62,46
的脫,62,49
珍貴,62,55
牛肉,62,35
派對,62,42
沿海,62,52
業後,62,60
有提,62,54
有影,62,50
有別,62,60
月間,62,52
月台,62,48
時日,62,49
是看,62,59
易有,62,51
易中,62,51
明白,62,58
早期,62,55
日登,62,60
日再,62,60
於自,62,62
新黨,62,25
新進,62,51
新發,62,62
政經,62,56
政壇,62,41
批發,62,29
打工,62,23
愛好,62,49
從東,62,57
府為,62,59
年表,62,56
層的,62,57
展區,62,39
小吃,62,33
對岸,62,45
對兩,62,57
將投,62,58
寶座,62,57
家和,62,57
宮崎,62,32
天空,62,49
大法,62,44
大大,62,56
場面,62,58
基會,62,23
垂直,62,46
地緣,62,55
在金,62,59
在選,62,55
在研,62,57
在已,62,60
在安,62,59
回國,62,55
喊話,62,56
和鴻,62,48
和政,62,56
向東,62,53
及與,62,62
及經,62,60
去了,62,59
原廠,62,23
南的,62,52
化交,62,56
動脫,62,50
創近,62,58
則由,62,62
到目,62,61
公主,62,31
元上,62,60
僅剩,62,53
信表,62,55
保育,62,29
來第,62,60
以更,62,58
以新,62,57
以內,62,55
人感,62,60
二是,62,60
事先,62,57
不住,62,54
下個,62,55
點後,61,57
馬的,61,52
首要,61,59
預約,61,46
韓軍,61,39
面也,61,60
電等,61,58
電產,61,44
集會,61,38
院副,61,58
長鄭,61,55
重組,61,51
鄰國,61,50
部公,61,49
那就,61,56
選總,61,56
連署,61,35
造假,61,37
追問,61,49
近三,61,56
車公,61,37
跨入,61,52
費率,61,23
財團,61,49
議將,61,51
解放,61,31
要受,61,58
行時,61,57
航台,61,41
與印,61,48
自製,61,46
自營,61,43
者與,61,58
者占,61,11
約合,61,47
程飛,61,40
祝賀,61,41
看得,61,58
的組,61,59
的福,61,53
的知,61,60
的用,61,58
的措,61,58
的口,61,58
的升,61,58
的他,61,57
班次,61,38
灣中,61,59
滲透,61,46
消失,61,49
浮現,61,54
民政,61,43
次訪,61,47
業用,61,41
柯賓,61,24
本工,61,35
本主,61,57
望有,61,57
望日,61,49
月進,61,58
會舉,61,58
會同,61,54
是長,61,54
是比,61,57
早開,61,55
既然,61,59
族的,61,54
於近,61,60
文中,61,45
數達,61,56
教堂,61,16
救濟,61,47
擅長,61,56
播出,61,50
打入,61,56
成台,61,54
愈多,61,58
從原,61,60
度發,61,60
度出,61,56
幅超,61,55
師生,61,39
導覽,61,44
對是,61,59
家國,61,59
安置,61,43
媒合,61,41
婚禮,61,12
天新,61,48
多新,61,59
地利,61,48
在福,61,51
在接,61,60
國造,61,25
國教,61,40
和成,61,32
和地,61,55
同參,61,48
司今,61,60
可持,61,57
受困,61,36
厚的,61,59
卡尼,61,15
協理,61,59
北的,61,54
勇敢,61,42
前沒,61,60
前外,61,58
列的,61,57
兼顧,61,57
先是,61,59
元也,61,57
保有,61,55
供電,61,38
但要,61,59
但最,61,60
估算,61,57
人人,61,55
亞等,61,59
了很,61,59
也認,61,60
中谷,61,34
上第,61,57
三次,61,51
黨自,60,49
黨派,60,50
點在,60,59
高股,60,35
額外,60,56
韓等,60,57
靈活,60,56
階層,60,54
隆的,60,50
間也,60,60
錯的,60,58
銷的,60,56
酷航,60,15
部官,60,56
還未,60,56
達卡,60,29
過世,60,47
速公,60,35
這三,60,52
趨於,60,58
起降,60,39
購票,60,44
購日,60,50
貼文,60,44
調機,60,58
說要,60,55
說中,60,53
評選,60,41
計於,60,57
要花,60,50
要客,60,51
行與,60,54
與生,60,54
至第,60,44
美債,60,28
約束,60,48
種子,60,40
移到,60,55
示範,60,49
碼頭,60,31
矽谷,60,34
眾在,60,60
盡力,60,50
的爭,60,52
的半,60,55
界預,60,58
生鮮,60,39
理商,60,44
率降,60,54
率下,60,49
熱愛,60,53
為歐,60,53
為提,60,57
為下,60,57
漲近,60,52
漫遊,60,13
海事,60,42
洲經,60,48
洲第,60,52
洲及,60,58
比上,60,43
機廠,60,41
樂見,60,53
業稅,60,27
業市,60,54
業將,60,57
核廢,60,19
本高,60,55
本已,60,60
有長,60,59
有分,60,60
會推,60,59
會接,60,57
更進,60,57
更要,60,58
普可,60,56
普主,60,48
日籍,60,46
文物,60,30
撰文,60,58
持英,60,44
引人,60,55
度超,60,59
府公,60,52
年還,60,54
平壤,60,47
市上,60,55
已將,60,60
岸的,60,50
層樓,60,50
小熊,60,10
對沖,60,43
將首,60,57
將能,60,56
實業,60,43
害人,60,32
好市,60,14
她們,60,39
大門,60,49
大西,60,51
大台,60,52
場仍,60,57
在聲,60,50
在桃,60,53
園的,60,51
國自,60,48
國無,60,43
國光,60,24
回報,60,51
商討,60,57
品是,60,57
品嚐,60,48
和印,60,53
呼應,60,57
否決,60,44
向前,60,55
名日,60,49
名品,60,44
司機,60,37
召集,60,53
及的,60,58
及產,60,57
及亞,60,58
十一,60,47
動通,60,48
力和,60,56
前發,60,57
刷卡,60,24
內心,60,49
入了,60,55
傳聞,60,49
們已,60,59
使日,60,58
但大,60,57
伊勢,60,45
以確,60,58
令部,60,37
五成,60,52
也顯,60,60
也宣,60,59
主教,60,18
中期,60,57
不對,60,54
三季,60,48
一顆,60,46
一間,60,48
體來,59,56
駐台,59,52
項協,59,47
鞏固,59,58
露天,59,21
際關,59,48
陸地,59,49
長至,59,52
金也,59,57
量為,59,57
量大,59,55
遺產,59,35
遵循,59,49
適的,59,55
過大,59,57
輪胎,59,22
較少,59,53
車主,59,28
賑災,59,34
資持,59,47
貨價,59,48
議長,59,44
講座,59,44
課稅,59,35
訊科,59,47
視機,59,32
蒙古,59,34
船隊,59,20
興國,59,47
與的,59,54
與投,59,58
與否,59,53
與元,59,57
與世,59,55
能過,59,42
能也,59,57
耕耘,59,54
編列,59,36
緊縮,59,53
組長,59,55
等等,59,57
笑說,59,55
種不,59,54
示不,59,56
盟後,59,54
的論,59,46
的統,59,55
的神,59,51
的抗,59,48
的五,59,52
的互,59,55
痛苦,59,48
當大,59,57
畫在,59,53
男童,59,13
用人,59,50
產銷,59,38
獎得,59,39
然氣,59,39
為當,59,58
灣新,59,44
漁會,59,34
溫度,59,48
深受,59,56
淨損,59,46
洲與,59,56
注入,59,58
波及,59,54
段的,59,57
機師,59,26
業為,59,50
期新,59,47
期指,59,28
望與,59,57
有找,59,49
月減,59,51
月已,59,56
會引,59,57
曲線,59,40
是雙,59,56
是現,59,51
是正,59,54
日間,59,53
新廠,59,40
斯的,59,46
數最,59,53
收復,59,50
抗戰,59,22
投產,59,44
投下,59,47
所長,59,46
成後,59,57
情境,59,39
息一,59,55
從小,59,51
引渡,59,8
府正,59,53
年財,59,48
年升,59,50
已被,59,58
岩手,59,30
展與,59,51
對自,59,53
家樂,59,24
安養,59,25
天有,59,56
天後,59,54
在西,59,47
在產,59,57
回顧,59,56
單的,59,56
員今,59,58
周來,59,55
各位,59,25
反轉,59,50
升台,59,47
北與,59,58
加拉,59,32
劇院,59,20
到震,59,35
利達,59,35
出決,59,58
兩種,59,56
免疫,59,17
做得,59,52
們對,59,58
信評,59,20
來都,59,58
來訪,59,52
作上,59,58
任職,59,52
他要,59,54
亞馬,59,32
也未,59,55
默契,58,33
黑鮪,58,14
高到,58,55
馬在,58,39
電訊,58,42
電競,58,27
電台,58,45
集體,58,43
院表,58,48
長假,58,44
遠百,58,28
遊人,58,47
農會,58,20
較不,58,56
買到,58,47
讓英,58,49
要重,58,54
要成,58,56
補貼,58,43
表面,58,50
行自,58,47
萬個,58,47
若不,58,53
與這,58,55
與前,58,56
自中,58,55
能減,58,47
能和,58,52
職場,58,41
而有,58,55
紅盤,58,45
突發,58,30
神經,58,39
矛盾,58,48
直飛,58,39
目中,58,49
盡量,58,49
益率,58,45
的那,58,54
的跌,58,50
的緊,58,56
的節,58,50
的焦,58,54
的損,58,52
的局,58,57
的吸,58,48
的另,58,56
的例,58,53
產基,58,45
生強,58,54
理學,58,45
率走,58,48
營養,58,31
燈區,58,16
然也,58,56
為民,58,54
為北,58,52
漲價,58,38
深的,58,56
深夜,58,50
海鮮,58,36
死刑,58,10
機和,58,56
案是,58,50
校友,58,26
本可,58,54
期大,58,56
有線,58,44
有數,58,58
有四,58,57
有共,58,52
月時,58,55
會採,58,53
時許,58,43
是真,58,52
日進,58,55
於北,58,55
方並,58,51
新書,58,41
敦促,58,50
救助,58,44
挫逾,58,52
才剛,58,55
所帶,58,58
度過,58,54
幣一,58,54
常的,58,55
市面,58,52
就好,58,55
審理,58,34
字會,58,17
威力,58,50
好像,58,50
天日,58,51
天地,58,42
大指,58,56
大廈,58,35
多台,58,56
塑化,58,38
均為,58,55
在泰,58,37
回補,58,53
品生,58,36
各個,58,57
取的,58,54
及金,58,52
原定,58,54
卻沒,58,56
占有,58,56
午起,58,33
升勢,58,52
勞資,58,29
勁升,58,51
剛好,58,53
到北,58,50
列出,58,54
六成,58,48
全程,58,52
入市,58,47
元降,58,28
傳產,58,45
偏向,58,53
保署,58,30
俊良,58,21
來高,58,50
來得,58,54
以這,58,55
人更,58,57
互補,58,43
互信,58,44
之中,58,55
中常,58,31
下殺,58,49
一屆,58,46
餘額,57,33
養豬,57,13
間點,57,51
長邱,57,51
長線,57,50
長久,57,51
鐵局,57,26
銀在,57,49
重現,57,50
遠的,57,53
這可,57,56
轉盈,57,41
車載,57,38
路徑,57,47
跑道,57,31
資與,57,53
資等,57,42
貨物,57,41
話的,57,53
評鑑,57,33
西門,57,31
西沙,57,36
製的,57,55
行外,57,48
蓬勃,57,54
與合,57,55
聚集,57,54
而大,57,57
老舊,57,47
美金,57,41
缺口,57,50
總數,57,52
緩步,57,49
糾紛,57,47
站穩,57,51
租稅,57,29
票選,57,45
社的,57,47
研華,57,16
看似,57,56
省下,57,44
皇室,57,28
的辦,57,50
的興,57,51
的檢,57,48
的店,57,41
由此,57,57
由原,57,41
王文,57,17
率是,57,53
無虞,57,50
為外,57,53
火力,57,42
灣製,57,40
滑落,57,48
深厚,57,49
派人,57,41
法治,57,49
沒人,57,53
永豐,57,37
水的,57,49
步擴,57,55
權爭,57,51
業領,57,50
業可,57,54
框架,57,48
本新,57,51
本廠,57,43
期為,57,55
有領,57,45
有出,57,53
月線,57,48
會正,57,57
會外,57,44
會到,57,53
會全,57,52
最優,57,42
曾是,57,57
書的,57,40
曲面,57,28
是金,57,54
是安,57,53
是基,57,51
日已,57,56
方說,57,49
整方,57,35
政見,57,44
換新,57,50
指的,57,56
快的,57,53
影城,57,30
強彈,57,48
康的,57,53
度調,57,45
府一,57,52
年長,57,45
年總,57,52
年春,57,52
幕僚,57,48
幅增,57,55
已獲,57,51
岩礁,57,32
客層,57,49
奇寶,57,18
天天,57,52
大銀,57,39
大成,57,46
大客,57,51
壓抑,57,48
場經,57,48
域和,57,51
地上,57,52
在關,57,51
在相,57,51
團與,57,49
圓大,57,52
國當,57,52
國工,57,47
嚴肅,57,50
品為,57,53
品也,57,54
台人,57,42
區和,57,51
勇氣,57,51
力及,57,56
力下,57,54
前最,57,52
到自,57,53
到夏,57,47
出具,57,54
再進,57,57
傳播,57,53
供貨,57,42
但中,57,54
伴隨,57,54
以進,57,55
以保,57,57
也引,57,55
也使,57,55
中又,57,56
不限,57,48
不開,57,46
一筆,57,49
一國,57,49
一人,57,53
麻煩,56,49
體問,56,51
類產,56,42
響應,56,48
韓進,56,36
電路,56,36
除外,56,53
降為,56,48
開跑,56,49
長和,56,53
量販,56,40
過高,56,52
運送,56,45
通關,56,35
較佳,56,55
較之,56,55
車銷,56,37
跨海,56,44
跌停,56,34
足的,56,53
賣的,56,55
讓旅,56,47
講話,56,42
請國,56,53
計大,56,32
製成,56,50
行行,56,50
行核,56,37
與電,56,54
與他,56,54
續兩,56,51
經院,56,31
籍的,56,48
稅收,56,36
租賃,56,37
私下,56,50
眼睛,56,42
直播,56,35
目光,56,53
監理,56,21
的韓,56,49
的石,56,45
的必,56,55
的場,56,52
的來,56,54
異動,56,36
界對,56,53
用日,56,52
生地,56,51
王子,56,31
獅子,56,20
為經,56,53
激增,56,47
滿載,56,44
混合,56,42
海股,56,45
浪漫,56,39
步走,56,53
此前,56,50
正視,56,45
次核,56,38
次來,56,53
機銷,56,35
本設,56,46
本支,56,35
未受,56,50
有辦,56,53
有經,56,55
月期,56,45
月工,56,41
會總,56,45
最深,56,54
時還,56,50
是電,56,53
是資,56,52
是歷,56,48
是將,56,52
日語,56,41
日同,56,43
斷的,56,50
收黑,56,50
收支,56,36
收容,56,25
掌控,56,52
拍板,56,46
手合,56,53
所不,56,50
應會,56,54
感情,56,46
很不,56,49
式進,56,56
幼兒,56,33
年提,56,56
年參,56,54
幣也,56,51
幅收,56,52
帶回,56,55
布後,56,53
已逐,56,55
岸和,56,36
尼亞,56,42
小姐,56,29
導向,56,51
專賣,56,46
實有,56,53
好禮,56,40
大城,56,50
大創,56,39
多出,56,53
基期,56,41
地說,56,53
在近,56,53
在社,56,52
在同,56,52
土城,56,36
國法,56,40
國加,56,48
固有,56,35
單周,56,38
員和,56,46
品發,56,52
向將,56,40
合適,56,52
台設,56,39
參院,56,36
占總,56,50
助益,56,54
力拚,56,50
劃的,56,53
前不,56,54
到兩,56,54
到下,56,50
利為,56,47
利可,56,51
凝聚,56,49
六大,56,47
兩名,56,46
內人,56,48
先在,56,55
個品,56,46
使美,56,46
作推,56,50
以有,56,53
以全,56,56
他今,56,54
仔細,56,51
人就,56,48
事後,56,52
主人,56,43
一體,56,48
麻生,55,37
鴿派,55,51
高島,55,15
高壓,55,38
預告,55,45
韓政,55,48
韓和,55,46
雙人,55,42
關海,55,36
間接,55,50
長者,55,30
那是,55,52
選情,55,43
達人,55,40
過在,55,52
過他,55,52
連三,55,51
車子,55,33
跌的,55,53
起將,55,54
變更,55,36
談的,55,50
要推,55,50
裕隆,55,20
行建,55,20
號的,55,45
蘭德,55,35
薪水,55,40
萬戶,55,36
與資,55,50
能使,55,51
股公,55,47
聽取,55,48
而已,55,53
總人,55,38
網的,55,50
經是,55,52
糧食,55,28
福衛,55,5
盤大,55,52
的走,55,55
的船,55,40
的臨,55,43
的紅,55,50
的接,55,54
的存,55,51
當作,55,51
田中,55,21
用不,55,49
產製,55,45
生於,55,55
王大,55,49
特地,55,51
無關,55,49
為題,55,53
為兩,55,52
演唱,55,32
清單,55,38
民對,55,51
民健,55,42
比前,55,42
每位,55,47
此表,55,52
正值,55,53
歌手,55,36
次進,55,50
次地,55,45
業規,55,45
果在,55,51
枚飛,55,35
未出,55,51
有幾,55,53
有個,55,49
會展,55,48
普已,55,52
是被,55,53
日立,55,29
日和,55,50
施工,55,39
新春,55,43
整數,55,48
教室,55,35
撤出,55,40
揣測,55,46
提琴,55,13
所說,55,51
所的,55,48
建物,55,36
府和,55,53
幅最,55,51
市與,55,49
已大,55,54
對高,55,54
對市,55,52
將軍,55,20
家台,55,40
客觀,55,50
安的,55,51
學名,55,17
央廣,55,5
天指,55,54
天再,55,52
大貶,55,50
多晶,55,35
外出,55,50
場開,55,54
在調,55,53
在投,55,52
在出,55,55
土石,55,38
國成,55,50
國地,55,46
國仍,55,51
因在,55,54
四成,55,51
單筆,55,44
唐獎,55,12
員對,55,53
和經,55,52
吸金,55,27
名中,55,48
合一,55,45
及資,55,52
卡友,55,26
卓越,55,41
北大,55,45
創的,55,50
則上,55,49
克服,55,52
假的,55,50
修復,55,45
信貸,55,43
侵略,55,39
來對,55,51
何種,55,54
件供,55,40
以用,55,48
以人,55,49
他有,55,50
仍處,55,55
人無,55,51
京東,55,26
亦有,55,49
亞協,55,21
二名,55,46
中關,55,34
不理,55,54
不定,55,51
上是,55,52
三創,55,13
點火,54,30
鳳梨,54,26
體和,54,42
風機,54,28
韓美,54,29
電業,54,30
集資,54,38
陶瓷,54,22
閣員,54,39
長劉,54,47
金賣,54,32
鄭文,54,26
邏輯,54,40
進程,54,52
進來,54,48
逢低,54,41
通貨,54,47
這塊,54,45
轉往,54,47
輕易,54,48
跨界,54,45
起家,54,48
視察,54,38
要達,54,49
要與,54,51
行日,54,51
行大,54,53
處境,54,43
著美,54,50
般的,54,51
航權,54,13
致上,54,41
能引,54,51
耶誕,54,21
美景,54,44
等業,54,52
立一,54,50
秘密,54,45
祈福,54,34
的難,54,36
的穩,54,51
的梅,54,37
的微,54,49
用藥,54,20
用自,54,40
球投,54,47
球主,54,52
為市,54,52
為優,54,51
炒作,54,40
灣未,54,45
消除,54,47
海不,54,34
法定,54,45
歷來,54,49
正與,54,50
次與,54,50
構想,54,50
業分,54,50
業中,54,47
案子,54,43
格下,54,50
查的,54,52
果將,54,52
本沒,54,53
本案,54,42
未獲,54,51
望下,54,49
有感,54,48
有全,54,51
會於,54,51
暢銷,54,42
是透,54,54
是海,54,47
是提,54,50
是市,54,49
是上,54,51
日據,54,33
旅程,54,41
方發,54,47
新華,54,48
數已,54,52
數千,54,50
換算,54,46
推行,54,52
抨擊,54,51
抗爭,54,33
所發,54,53
我也,54,41
成全,54,48
憤怒,54,48
憑證,54,23
息來,54,49
性質,54,53
念日,54,38
志偉,54,19
往東,54,48
度為,54,51
度已,54,49
年達,54,47
平常,54,47
幕後,54,49
常不,54,49
布與,54,51
已發,54,53
已提,54,52
差的,54,49
山本,54,25
局指,54,51
將依,54,51
家發,54,48
宮城,54,37
客不,54,50
守在,54,43
如下,54,50
天到,54,53
天來,54,50
夠的,54,47
外工,54,13
夏寶,54,12
壓縮,54,38
場表,54,51
在資,54,52
國金,54,49
國退,54,43
國憲,54,39
商在,54,45
商參,54,42
商也,54,52
員大,54,39
命名,54,39
向外,54,51
合唱,54,18
吃的,54,47
可觀,54,52
受災,54,41
及法,54,49
卡通,54,34
午餐,54,34
化為,54,47
務與,54,51
務公,54,30
動兩,54,46
動全,54,53
前看,54,52
前受,54,54
出門,54,46
冷靜,54,43
全是,54,48
內市,54,52
克指,54,49
元有,54,44
備詢,54,48
停電,54,35
值為,54,46
個時,54,47
作會,54,53
住家,54,42
人喜,54,52
人同,54,44
亞投,54,13
了中,54,49
之稱,54,52
中西,54,38
不上,54,52
三周,54,47
一手,54,47
鮮食,53,26
高效,53,46
高品,53,48
飛的,53,44
領取,53,37
頒發,53,35
預訂,53,35
難道,53,46
難免,53,47
除此,53,52
降稅,53,12
間可,53,51
開辦,53,37
開公,53,39
錄取,53,16
重達,53,48
鄉納,53,13
適應,53,42
達新,53,51
過年,53,44
運成,53,47
連連,53,52
連線,53,36
這條,53,41
途徑,53,44
迎來,53,48
賣場,53,39
資計,53,47
賀陳,53,16
買一,53,45
行進,53,49
董俊,53,18
落差,53,48
萬片,53,29
萬支,53,24
與市,53,52
臺銀,53,7
自今,53,53
能延,53,48
組的,53,48
約日,53,37
等四,53,49
等公,53,50
第七,53,43
示台,53,49
的配,53,49
的稅,53,46
的喜,53,49
登機,53,32
瘋狂,53,46
由美,53,52
用面,53,20
生涯,53,40
理財,53,30
珍珠,53,28
珍惜,53,45
然的,53,50
無意,53,50
為負,53,48
為讓,53,52
火鍋,53,20
灣證,53,41
渣打,53,20
決的,53,47
機在,53,45
業總,53,41
案中,53,50
格為,53,45
東的,53,49
有公,53,49
月也,53,52
會把,53,49
會帶,53,52
更換,53,49
更嚴,53,49
景的,53,53
普發,53,41
普有,53,48
晚宴,53,40
是指,53,49
是小,53,50
是其,53,52
易商,53,45
日首,53,49
日日,53,53
政局,53,43
擴散,53,46
擊敗,53,47
抓寶,53,25
把這,53,53
成人,53,47
慈善,53,32
悲觀,53,45
建商,53,34
府今,53,50
年積,53,53
年秋,53,46
年完,53,49
已出,53,50
島等,53,47
層級,53,44
居全,53,49
就讀,53,49
對政,53,44
將重,53,53
將被,53,51
將日,53,52
家有,53,51
宣導,53,31
宣佈,53,49
定與,53,51
好時,53,51
好奇,53,47
天鵝,53,42
大升,53,43
士通,53,16
場次,53,37
場投,53,51
地標,53,43
國正,53,50
因中,53,50
喜好,53,45
商銀,53,32
哩程,53,11
品種,53,39
品中,53,47
和三,53,44
味道,53,46
告的,53,44
向美,53,49
受度,53,48
友誼,53,41
又說,53,48
十足,53,50
務上,53,50
列席,53,42
切割,53,43
出走,53,41
出海,53,45
出大,53,47
出入,53,35
其在,53,47
入夏,53,41
入口,53,47
入住,53,35
元現,53,47
元到,53,40
傳承,53,47
傳奇,53,33
倍以,53,50
個不,53,50
例子,53,49
何一,53,46
低檔,53,50
但還,53,52
但一,53,53
伺服,53,38
以高,53,51
以達,53,47
以說,53,51
以實,53,53
付費,53,44
他提,53,52
他上,53,48
二階,53,35
了結,53,47
了有,53,52
也特,53,50
並要,53,51
並推,53,53
不幸,53,42
不像,53,51
上游,53,45
上將,53,52
上中,53,51
一銀,53,29
一整,53,50
點至,52,46
體與,52,48
養院,52,17
面來,52,51
電價,52,28
長年,52,50
都大,52,49
那個,52,44
避開,52,50
遴選,52,19
車業,52,37
豪宅,52,22
讓美,52,46
議案,52,39
調至,52,35
訊產,52,34
要考,52,49
行都,52,46
行性,52,46
行副,52,49
與菲,52,40
與智,52,43
與工,52,47
與俄,52,43
致的,52,52
自殺,52,21
能繼,52,48
能比,52,45
能受,52,47
能上,52,48
聞訊,52,47
者認,52,50
群的,52,48
美韓,52,27
約是,52,44
票結,52,41
破局,52,44
盤重,52,46
盛行,52,46
皇家,52,35
的青,52,46
的警,52,51
的訪,52,48
的短,52,43
的川,52,41
的增,52,49
的堅,52,48
的元,52,46
療癒,52,37
當代,52,42
由民,52,43
生說,52,36
理工,52,41
現台,52,40
現優,52,49
營利,52,38
烤肉,52,11
為近,52,48
為推,52,48
為偏,52,34
減碳,52,27
清水,52,29
步升,52,49
止的,52,49
業時,52,42
業委,52,44
業化,52,43
期來,52,50
有需,52,48
有較,52,49
有短,52,43
有法,52,46
月外,52,39
月公,52,48
會想,52,44
晶矽,52,37
是把,52,50
是只,52,50
是出,52,47
星巴,52,13
於當,52,51
新作,52,35
文今,52,51
數股,52,46
數是,52,48
數小,52,48
數人,52,42
損的,52,49
揚言,52,47
提交,52,46
接班,52,31
投行,52,12
把台,52,48
我在,52,42
應在,52,50
態的,52,48
愛國,52,31
性和,52,45
快就,52,49
得有,52,49
得出,52,51
後可,52,52
往後,52,47
度將,52,52
幅逾,52,46
