單詞,TF,DF
小於,57,50
小教,57,23
對長,57,53
對著,57,52
對後,57,55
將作,57,55
實並,57,53
富裕,57,49
家餐,57,52
家豪,57,28
家未,57,55
家家,57,47
室今,57,56
客與,57,55
定脫,57,45
定等,57,57
定最,57,53
學是,57,53
孤單,57,49
季是,57,55
季旅,57,34
季大,57,53
子電,57,40
好國,57,51
失職,57,37
天揭,57,54
大貶,57,48
大禮,57,48
大理,57,47
大民,57,55
夜後,57,50
多已,57,55
士傑,57,16
壓軸,57,50
場近,57,54
場轉,57,56
場比,57,54
場布,57,56
場受,57,56
報及,57,53
型投,57,42
坪約,57,44
地阿,57,47
地交,57,39
在軍,57,53
在蘋,57,53
在興,57,52
在更,57,57
團要,57,55
國舉,57,56
國司,57,40
國則,57,56
國僑,57,48
因體,57,43
因這,57,57
回跌,57,48
四人,57,42
善心,57,49
商包,57,55
售中,57,33
哽咽,57,48
哥國,57,22
員蔡,57,56
品酒,57,39
品經,57,43
品就,57,52
品區,57,47
和專,57,53
和亞,57,46
吳政,57,43
向調,57,50
名景,57,57
名小,57,44
同榮,57,16
同地,57,55
可對,57,54
及超,57,55
及老,57,51
及泰,57,55
及就,57,56
及傳,57,55
又回,57,55
去程,57,46
卻步,57,56
卡量,57,37
博雅,57,36
博弈,57,29
南河,57,40
半月,57,51
區旅,57,41
化影,57,57
化保,57,48
包辦,57,54
務將,57,55
務內,57,55
助家,57,47
助各,57,54
力邀,57,50
劃出,57,52
前資,57,48
前第,57,56
前波,57,48
前法,57,53
則對,57,57
制化,57,44
到雙,57,50
到就,57,56
別將,57,56
刑責,57,42
分攤,57,37
出日,57,55
出今,57,53
出亮,57,57
六四,57,22
全能,57,39
全中,57,46
內已,57,57
內一,57,55
入前,57,55
先看,57,54
元經,57,52
元富,57,51
價僅,57,56
傲慢,57,41
備大,57,52
做調,57,55
做上,57,57
值可,57,51
信會,57,54
來走,57,55
來多,57,56
使有,57,56
位成,57,56
位外,57,54
但行,57,55
但法,57,53
但投,57,55
任不,57,50
以身,57,53
代購,57,46
他深,57,55
他方,57,52
人過,57,52
京分,57,26
事安,57,40
也算,57,54
也全,57,55
主夏,57,36
中石,57,30
中人,57,47
並全,57,55
不覺,57,53
下這,57,54
下自,57,56
上工,57,54
上寫,57,53
七夕,57,26
一就,57,56
點發,56,53
黑金,56,34
麼重,56,51
鴻說,56,43
高血,56,31
體股,56,45
體積,56,51
體研,56,48
體實,56,46
體交,56,52
驟降,56,51
驚奇,56,46
駐泰,56,37
館和,56,51
館今,56,54
風過,56,47
願提,56,51
頭到,56,53
須加,56,54
非基,56,21
雨衣,56,36
集郵,56,19
際線,56,50
陸事,56,46
除一,56,48
院法,56,50
院接,56,56
附議,56,17
阿布,56,35
關行,56,55
開道,56,47
門航,56,42
門人,56,54
長辦,56,48
長史,56,52
長上,56,52
鐵板,56,34
鐵工,56,40
鈺創,56,28
金有,56,54
量台,56,50
重高,56,56
配的,56,54
部核,56,47
部外,56,52
邱俊,56,19
還須,56,52
邀來,56,56
選是,56,53
選市,56,50
遷到,56,32
過經,56,56
過第,56,56
速與,56,55
通平,56,40
通力,56,53
這並,56,56
較勁,56,54
軟的,56,47
車和,56,54
越方,56,26
起進,56,55
起出,56,53
起中,56,54
資收,56,50
豐收,56,43
豆漿,56,34
讓長,56,47
讓經,56,53
讓它,56,52
議由,56,56
請總,56,47
調任,56,28
課審,56,17
說我,56,51
該還,56,53
該更,56,51
該地,56,46
該以,56,56
試試,56,51
記的,56,51
計買,56,47
計台,56,55
要整,56,55
要兩,56,53
要事,56,52
西太,56,35
術教,56,38
術專,56,50
行日,56,50
行工,56,49
行基,56,44
行內,56,53
萬票,56,35
萬泰,56,18
萊斯,56,38
華城,56,28
華在,56,53
與食,56,54
與集,56,52
與樂,56,51
能當,56,52
能升,56,50
能儘,56,56
能了,56,54
育文,56,51
聽見,56,48
聯歡,56,36
而南,56,55
考照,56,25
置容,56,40
置太,56,30
續受,56,54
繼任,56,44
繁體,56,38
縮手,56,47
線和,56,50
經提,56,52
統昨,56,50
粗估,56,54
管在,56,54
等罪,56,55
等影,56,56
筆數,56,33
童年,56,45
立第,56,48
空勤,56,27
稱號,56,51
稍有,56,52
禮時,56,55
祭典,56,34
祖及,56,50
示政,56,55
示威,56,33
眾就,56,52
省時,56,55
直逼,56,50
目一,56,54
盡早,56,51
盛的,56,55
的麵,56,39
的誤,56,51
的著,56,54
的菲,56,50
的紐,56,53
的測,56,53
的植,56,41
的擔,56,50
的幅,56,53
的宏,56,53
的吉,56,52
的介,56,55
發民,56,51
發全,56,54
當機,56,41
當性,56,51
畫下,56,52
由當,56,56
由地,56,52
由下,56,51
產活,56,38
生力,56,53
理市,56,42
王家,56,27
獲全,56,53
獎及,56,54
物種,56,40
物和,56,52
無旁,56,52
無上,56,47
為集,56,53
為調,56,53
為考,56,51
為老,56,55
為半,56,53
為內,56,49
災專,56,36
漏油,56,38
源地,56,50
湖及,56,56
深造,56,51
淑娟,56,25
淋巴,56,20
海海,56,41
海不,56,42
法都,56,53
法條,56,52
法性,56,46
河在,56,52
沒這,56,50
池的,56,48
求救,56,45
求也,56,55
氣都,56,55
毀損,56,51
段率,56,26
段將,56,54
歧見,56,50
此同,56,55
款帳,56,34
次聯,56,46
次共,56,56
次交,56,50
權不,56,50
機到,56,53
機中,56,53
樣在,56,56
標靶,56,33
樓高,56,51
樂齡,56,34
構改,56,50
業從,56,56
業占,56,41
條碼,56,38
梗塞,56,45
案預,56,52
案台,56,44
格調,56,41
格已,56,50
柱的,56,50
杜鵑,56,27
李嘉,56,21
李全,56,15
本已,56,56
未解,56,53
木瓜,56,34
期研,56,46
望雙,56,54
服人,56,42
有越,56,53
有華,56,52
有指,56,54
有愛,56,52
有平,56,50
會亞,56,48
最會,56,52
景下,56,50
普萊,56,28
普與,56,51
時自,56,55
時做,56,56
是面,56,52
是通,56,51
是較,56,55
是堅,56,52
是半,56,49
是再,56,55
明輝,56,25
昆明,56,36
日拜,56,53
日強,56,53
日則,56,54
族語,56,25
旅管,56,31
於樂,56,50
新藍,56,48
新等,56,53
新活,56,50
新意,56,53
文正,56,34
數萬,56,53
數創,56,51
整方,56,34
散發,56,52
放人,56,45
擠滿,56,52
損傷,56,47
推介,56,41
接台,56,41
排長,56,52
指台,56,55
持到,56,53
拿回,56,51
抉擇,56,52
打響,56,55
所建,56,55
戶進,56,54
戶對,56,53
或行,56,53
或與,56,53
成很,56,55
應設,56,51
應出,56,55
愛用,56,48
意自,56,52
息收,56,42
恩的,56,43
忠今,56,49
得其,56,52
後隨,56,56
廠內,56,49
府預,56,51
府現,56,55
府打,56,52
府基,56,43
底就,56,53
底出,56,54
幼童,56,43
年需,56,49
年車,56,39
年跌,56,36
平原,56,50
幅較,56,50
常難,56,53
帶隊,56,51
市推,56,48
島不,56,49
岸有,56,53
岸旅,56,44
局中,56,55
就完,56,55
少棒,56,28
對財,56,52
對老,56,53
對司,56,40
對主,56,50
將降,56,53
將我,56,44
將兩,56,54
寫成,56,48
實可,56,55
察長,56,38
家工,56,47
客一,56,54
學進,56,54
學表,56,46
學指,56,48
學之,56,55
孕育,56,55
孔雀,56,20
委都,56,51
委們,56,42
姓女,56,43
她最,56,50
她以,56,54
失控,56,50
大興,56,43
大獲,56,53
多花,56,53
多專,56,48
場風,56,37
場空,56,50
堅信,56,53
堂的,56,50
域有,56,53
均出,56,56
地層,56,33
在跨,56,55
在買,56,54
在永,56,47
團和,56,52
園是,56,50
國認,56,52
國東,56,47
國基,56,47
國北,56,39
國勞,56,47
因公,56,51
問我,56,47
商議,56,50
商成,56,51
員發,56,51
員就,56,56
品店,56,42
品多,56,51
和財,56,52
和當,56,53
命感,56,50
呈報,56,45
吳家,56,23
向學,56,51
同領,56,53
同社,56,51
各為,56,46
台陸,56,37
台門,56,47
可適,56,53
可收,56,54
及餐,56,52
及陳,56,52
及深,56,51
去開,56,54
去日,56,52
原鄉,56,37
卡或,56,45
占據,56,52
升遷,56,46
區建,56,49
區受,56,55
化了,56,52
勵旅,56,30
務應,56,51
加為,56,50
加溫,56,55
加二,56,49
力方,56,55
力去,56,52
則依,56,56
利推,56,54
利出,56,54
分署,56,25
分明,56,53
再行,56,53
全然,56,54
入其,56,56
光將,56,49
先鋒,56,51
價來,56,55
偏弱,56,51
假村,56,35
們共,56,53
信給,56,51
信傳,56,55
保防,56,25
促參,56,27
便能,56,52
供專,56,55
來相,56,56
來房,56,48
來展,56,54
來合,56,54
作更,56,53
但林,56,51
但基,56,56
任感,56,51
任就,56,51
任交,56,48
以智,56,53
以掌,56,55
付新,56,46
他任,56,53
仍難,56,56
今發,56,54
人國,56,49
也轉,56,56
也支,56,47
之首,56,52
主是,56,49
中至,56,51
中老,56,44
中火,56,39
中橫,56,22
並會,56,56
並回,56,52
且經,56,53
且無,56,55
且已,56,55
且也,56,55
不自,56,51
不肯,56,52
不考,56,49
不止,56,54
不意,56,52
下面,56,51
下屆,56,49
上成,56,53
上主,56,54
七家,56,48
一關,56,45
一夕,56,50
一團,56,44
黨再,55,51
魏姓,55,19
體適,55,34
體展,55,46
題包,55,53
面設,55,42
面相,55,52
面已,55,54
面以,55,52
非凡,55,53
青壯,55,36
難怪,55,54
隱匿,55,44
際原,55,50
階人,55,39
阻力,55,48
關專,55,47
長逾,55,52
長提,55,43
錢買,55,48
銷推,55,52
金業,55,42
金斯,55,41
金保,55,36
量還,55,52
重力,55,13
醫治,55,49
部執,55,54
部商,55,43
還高,55,54
還以,55,54
道飛,55,32
道中,55,48
過也,55,55
進榜,55,40
連勝,55,21
速提,55,54
這棟,55,47
迫性,55,49
轟動,55,53
轉好,55,47
轉佳,55,52
輪的,55,45
較昨,55,41
軌的,55,48
車為,55,48
身價,55,48
賽前,55,44
資所,55,40
費大,55,54
買新,55,51
象中,55,51
谷計,55,31
議應,55,54
證後,55,53
謝明,55,21
講述,55,47
調閱,55,36
調解,55,31
課本,55,35
課堂,55,48
說好,55,37
計產,55,46
計會,55,52
計已,55,54
解到,55,50
規律,55,47
要之,55,52
西移,55,53
表共,55,49
表上,55,44
衝撞,55,45
行現,55,50
行深,55,55
行力,55,51
螢光,55,29
蝦皮,55,12
華中,55,39
莆田,55,18
若從,55,52
花在,55,50
艾克,55,18
艦的,55,35
般大,55,45
航總,55,46
航次,55,21
興經,55,43
與預,55,47
與青,55,48
與需,55,52
與阿,55,52
與深,55,50
與水,55,53
與戰,55,45
與來,55,55
至東,55,54
至各,55,51
自選,55,29
能買,55,52
能理,55,49
肅的,55,54
聲響,55,51
聯的,55,45
聯營,55,33
聖文,55,26
而過,55,53
者黃,55,53
者看,55,52
者生,55,50
義等,55,48
群平,55,39
群今,55,52
置疑,55,49
續建,55,48
織及,55,51
總結,55,52
總算,55,47
總務,55,44
縣民,55,46
維斯,55,33
綠的,55,52
統建,55,48
統交,55,37
給下,55,49
紅牌,55,24
約翰,55,37
米花,55,29
簽下,55,46
節後,55,52
等民,55,53
立志,55,48
立不,55,52
空轉,55,47
空心,55,44
空台,55,51
科與,55,44
秀說,55,42
票中,55,38
社等,55,54
眾自,55,54
眾如,55,51
盟今,55,52
的賽,55,46
的蛋,55,44
的畢,55,45
的混,55,49
的徵,55,46
的妻,55,49
的夜,55,48
發回,55,38
療設,55,42
疑點,55,47
當人,55,45
番茄,55,44
界知,55,54
界之,55,52
用超,55,50
用實,55,47
產區,55,41
生部,55,43
生團,55,38
球都,55,52
王正,55,21
獼猴,55,15
牽手,55,45
物安,55,39
片等,55,54
營所,55,27
燒燙,55,31
燃氣,55,36
然與,55,53
然生,55,51
為科,55,54
為水,55,51
為榮,55,46
為印,55,52
為便,55,53
火花,55,54
灣環,55,47
溫都,55,50
溫特,55,48
溫將,55,50
游的,55,47
淨化,55,35
海浬,55,26
海國,55,44
洲人,55,45
波波,55,50
法發,55,51
法獲,55,51
每名,55,48
此計,55,47
此她,55,54
正能,55,42
權是,55,52
檢修,55,39
機室,55,26
樣有,55,54
樣不,55,53
樂曲,55,48
極少,55,53
業活,55,46
業打,55,47
案調,55,46
案今,55,53
查案,55,35
果產,55,44
李同,55,14
本將,55,52
本之,55,52
未調,55,46
期市,55,51
望年,55,51
有購,55,52
有老,55,51
有罪,55,40
有當,55,52
有本,55,50
有損,55,51
有推,55,50
有官,55,50
有執,55,47
有半,55,54
月領,55,46
月不,55,53
會除,55,54
會送,55,52
會網,55,50
會監,55,49
會爭,55,49
會服,55,54
會友,55,42
會原,55,49
曾以,55,55
更透,55,53
更與,55,53
景是,55,52
晚年,55,42
時新,55,50
時差,55,48
是運,55,51
是設,55,53
是此,55,53
是桃,55,48
是挑,55,49
是巴,55,51
明知,55,51
日線,55,43
於鴻,55,49
於土,55,46
方接,55,54
方土,55,30
新體,55,47
文規,55,44
文新,55,52
文報,55,43
整機,55,44
敦促,55,49
效提,55,52
政重,55,52
政戰,55,29
政人,55,46
收錄,55,41
收件,55,41
攤商,55,26
擴廠,55,43
摸索,55,44
搶手,55,49
搶占,55,47
控中,55,45
接一,55,53
所規,55,52
所簽,55,53
所獲,55,51
房率,55,38
或新,55,54
成案,55,28
懷抱,55,54
應金,55,52
應未,55,51
想去,55,48
悄悄,55,52
心發,55,51
心可,55,54
得較,55,52
得快,55,49
得勝,55,46
後國,55,54
式中,55,54
廠等,55,53
度預,55,48
度受,55,51
店為,55,50
店將,55,51
幾項,55,50
年領,55,46
年費,55,32
年編,55,44
年文,55,46
年打,55,53
常成,55,53
常以,55,49
市平,55,44
市北,55,49
工投,55,41
山坡,55,29
屬台,55,49
展下,55,53
屆會,55,42
居一,55,29
局全,55,51
就兩,55,51
少大,55,51
對交,55,51
將日,55,52
將如,55,54
寫到,55,49
實都,55,54
寒冷,55,48
宿霧,55,27
容不,55,54
家親,55,41
家美,55,47
家支,55,53
家境,55,47
客有,55,53
客多,55,52
客入,55,43
定這,55,52
存量,55,44
子表,55,51
婚紗,55,28
她曾,55,54
她已,55,50
奢華,55,48
天價,55,46
天傳,55,53
大富,55,25
大容,55,47
夠成,55,55
多於,55,53
外關,55,47
外廠,55,51
壇上,55,53
填息,55,33
場選,55,49
場應,55,51
場共,55,53
堂舉,55,55
執業,55,34
城縣,55,34
在幾,55,54
在布,55,47
在勤,55,23
團昨,55,52
園遊,55,35
喜悅,55,52
問答,55,51
問中,55,54
唸書,55,49
員能,55,52
品國,55,25
和領,55,49
和原,55,48
否對,55,54
否出,55,49
合研,55,49
台主,55,50
口為,55,54
及調,55,49
去當,55,49
即進,55,53
即與,55,55
化有,55,52
勤人,55,47
動情,55,53
助長,55,47
加爾,55,17
劉文,55,30
削弱,55,53
到週,55,42
到無,55,52
到四,55,52
利馬,55,41
分與,55,53
准許,55,43
再升,55,53
兵的,55,49
六屆,55,43
兩公,55,42
內還,55,52
內與,55,53
內所,55,52
入銀,55,36
入調,55,53
入產,55,52
光上,55,52
先說,55,41
價還,55,53
價會,55,48
備查,55,46
備中,55,52
值也,55,53
個黨,55,48
個環,55,49
個特,55,54
個成,55,53
修今,55,50
信及,55,50
保協,55,35
保一,55,43
供學,55,55
來跟,55,52
來各,55,55
何提,55,46
位將,55,54
但陳,55,51
但第,55,54
但看,55,54
但學,55,53
估每,55,54
估下,55,51
份報,55,52
以運,55,54
以近,55,55
代台,55,51
他行,55,51
他本,55,53
他學,55,52
仍低,55,54
今台,55,54
人際,55,50
人若,55,53
人服,55,39
京成,55,35
交情,55,43
些產,55,53
也通,55,54
也上,55,54
中海,55,39
中店,55,43
中工,55,29
中受,55,52
並曾,55,55
並一,55,51
不加,55,48
下就,55,53
上行,55,55
上現,55,49
上很,55,54
上天,55,55
上兩,55,53
上世,55,50
一類,55,49
一毛,55,48
一市,55,54
龍應,54,17
鼎興,54,15
黨認,54,39
黨自,54,45
點有,54,49
麼高,54,52
高地,54,41
高力,54,19
驗點,54,26
駐越,54,39
駐華,54,41
馬爾,54,33
香川,54,30
香味,54,47
領表,54,21
須從,54,52
須向,54,52
頂多,54,51
霸主,54,50
電類,54,35
電展,54,26
電不,54,48
雪的,54,41
離的,54,53
雄分,54,45
際影,54,42
隊已,54,52
隊共,54,52
陳景,54,28
陳士,54,29
院組,54,42
防自,54,36
阪急,54,25
關設,54,52
關申,54,53
間進,54,54
間國,54,41
間之,54,51
開過,54,51
開法,54,47
開標,54,39
開在,54,49
開到,54,46
門商,54,41
長聯,54,28
長就,54,50
銷與,54,47
金上,54,45
都為,54,52
郵箱,54,13
部立,54,44
部仍,54,51
選立,54,47
選新,54,42
選投,54,49
選上,54,52
違失,54,37
達約,54,50
過產,54,54
過因,54,54
運工,54,37
進與,54,52
進美,54,50
造高,54,52
造產,54,52
造及,54,53
這艘,54,37
透天,54,39
退步,54,40
追逐,54,45
追劇,54,29
述說,54,54
農工,54,40
輸美,54,25
軍基,54,44
路也,54,53
趕到,54,52
超強,54,46
起這,54,54
起發,54,50
購美,54,34
賣掉,54,51
資一,54,51
象為,54,51
講者,54,40
講稿,54,40
請立,54,49
請交,54,47
評量,54,39
記取,54,48
計要,54,52
計本,54,53
觀選,54,17
親上,54,47
視國,54,51
見日,54,46
見後,54,51
要相,54,52
要實,54,53
西餐,54,44
裝廠,54,38
被騙,54,35
行服,54,48
行所,54,53
蘭及,54,50
蘇起,54,18
薩克,54,33
蔚為,54,53
蓋的,54,49
萬點,54,39
莫迪,54,26
若只,54,52
花大,54,45
航海,54,31
舉出,54,52
與那,54,25
與解,54,51
與知,54,52
至四,54,53
能通,54,51
能立,54,52
能事,54,42
股之,54,50
肆虐,54,52
而當,54,52
而外,54,54
而去,54,51
者林,54,49
者安,54,49
者仍,54,53
義和,54,50
美大,54,45
署名,54,48
繁複,54,52
總主,54,41
緻的,54,54
編組,54,36
線在,54,51
網查,54,52
維尼,54,18
經地,54,49
給客,54,49
給你,54,44
約市,54,41
糕餅,54,32
管部,54,52
策時,54,52
等基,54,52
等上,54,51
竹南,54,38
站公,54,51
立聯,54,46
空機,54,42
空市,54,41
程約,54,47
程可,54,52
神話,54,44
祖父,54,31
眼裡,54,52
相符,54,51
直線,54,45
盛產,54,47
盛況,54,51
的野,54,49
的蘋,54,49
的罪,54,47
的江,54,52
的材,54,50
的把,54,47
的婦,54,43
百個,54,50
界首,54,50
界中,54,48
由黑,54,47
生經,54,46
生新,54,41
生交,54,51
理報,54,48
理出,54,53
王的,54,49
率由,54,47
率期,54,30
犯下,54,48
牙的,54,45
牌進,54,46
營方,54,51
熱軋,54,28
照法,54,46
烈反,54,52
為降,54,51
為銀,54,51
為醫,54,50
為品,54,49
灣技,54,41
灣戲,54,24
漢光,54,21
源國,54,46
清淡,54,50
清寒,54,42
流血,54,46
洋蔥,54,39
法立,54,49
法界,54,40
法法,54,40
沒多,54,53
求才,54,33
求一,54,49
永不,54,51
比最,54,47
正步,54,15
止進,54,33
次被,54,52
次日,54,49
機無,54,49
機最,54,48
機之,54,49
樺漢,54,22
樓地,54,49
槍決,54,31
極在,54,51
業首,54,50
業目,54,51
業執,54,47
業勞,54,30
桌球,54,20
案就,54,53
格率,54,27
核的,54,49
果股,54,33
林立,54,51
林森,54,33
村民,54,28
材及,54,50
李麗,54,28
本計,54,48
本生,54,40
期檢,54,46
望遠,54,43
望打,54,51
望增,54,53
有陸,54,50
有觀,54,52
會缺,54,51
會留,54,49
會啟,54,50
最令,54,53
書說,54,47
更密,54,51
曲家,54,35
時雨,54,43
時從,54,53
是銀,54,49
是適,54,53
是研,54,51
是期,54,53
是愛,54,51
是廣,54,51
星推,54,37
早有,54,54
日邀,54,53
日聯,54,44
日獲,54,52
日不,54,53
於要,54,49
於安,54,52
於印,54,50
於內,54,53
方資,54,52
方調,54,49
方方,54,30
新集,54,29
新改,54,52
新力,54,45
斯等,54,53
料分,54,40
文社,54,36
文出,54,52
數家,54,50
救出,54,43
放比,54,39
收及,54,50
據日,54,50
播映,54,42
撥款,54,42
握最,54,51
換一,54,43
接與,54,52
拯救,54,52
拚的,54,50
技政,54,35
找一,54,48
扣留,54,39
我當,54,47
懷民,54,27
意中,54,49
息來,54,44
性行,54,44
性競,54,45
性相,54,49
性創,54,32
心提,54,53
心動,54,37
得開,54,53
得資,54,53
得易,54,20
得我,54,47
後送,54,39
式表,54,49
式也,54,50
廠宏,54,52
廠和,54,48
度訪,54,50
度旅,54,38
府建,54,50
府來,54,52
年旅,54,49
年團,54,39
幅都,54,49
幅已,54,50
席第,54,53
席參,54,48
席人,54,46
師黃,54,48
師都,54,51
師為,54,51
市高,54,45
市方,54,49
已降,54,52
已派,54,50
已分,54,52
工產,54,39
層官,54,47
展金,54,43
屆世,54,50
將連,54,50
將嚴,54,52
將停,54,47
封關,54,30
寬限,54,27
實已,54,50
察機,54,41
家競,54,52
家優,54,50
室外,54,49
客提,54,47
學弟,54,45
孫女,54,27
存場,54,14
子彈,54,35
子來,54,51
子中,54,28
威斯,54,37
姊姊,54,39
好中,54,48
天這,54,53
天燈,54,22
天更,54,53
天南,54,50
天則,54,54
天分,54,51
大藥,54,42
大美,54,51
大突,54,49
大片,54,51
大旗,54,49
夠用,54,45
多高,54,53
多用,54,52
多只,54,52
境等,54,53
報請,54,50
城鎮,54,42
型產,54,49
型客,54,35
坦白,54,51
坡台,54,37
坊間,54,44
均分,54,49
地瓜,54,44
地成,54,53
地工,54,48
在解,54,50
在航,54,50
在臨,54,51
在眾,54,53
在用,54,51
在施,54,45
在四,54,50
在動,54,46
園以,54,48
國移,54,37
國房,54,44
國副,54,48
四屆,54,44
問林,54,52
商管,54,47
售案,54,40
售平,54,46
員加,54,48
員共,54,53
和長,54,49
和在,54,53
呆帳,54,44
否是,54,51
君悅,54,34
向海,54,50
名網,54,47
名校,54,46
名投,54,30
名印,54,42
同婚,54,23
合多,54,51
各政,54,49
各層,54,50
司說,54,51
司第,54,50
司未,54,52
台西,54,21
台為,54,50
台外,54,52
台分,54,47
台交,54,51
可換,54,32
可把,54,51
句點,54,51
受全,54,52
及零,54,46
及蘭,54,53
去民,54,53
去找,54,53
午抵,54,53
升降,54,23
區外,54,52
區不,54,54
勵國,54,47
勢明,54,50
動內,54,51
加起,54,51
加收,54,44
劃及,54,54
前相,54,54
前方,54,48
前文,54,45
前擔,54,50
前持,54,52
則強,54,54
則已,54,53
制在,54,54
到巴,54,51
到九,54,50
初創,54,34
出馬,54,47
再被,54,49
再從,54,54
再對,54,50
公協,54,41
內民,54,53
內對,54,54
先上,54,50
元增,54,49
儲能,54,42
價重,54,52
價淨,54,38
借調,54,43
個電,54,49
個分,54,48
來長,54,52
來工,54,52
來再,54,51
作可,54,52
住安,54,41
低潮,54,42
位合,54,49
位可,54,52
位今,54,50
但預,54,52
但考,54,54
休憩,54,49
伊拉,54,37
任林,54,51
以找,54,53
以就,54,51
他政,54,45
人座,54,39
人學,54,49
人吃,54,48
京與,54,46
京對,54,41
亟需,54,53
亞最,54,48
些有,54,52
事時,54,48
事是,54,53
了高,54,51
也關,54,53
乘坐,54,46
主可,54,47
中接,54,49
中式,54,45
並首,54,54
並感,54,51
不義,54,46
不參,54,45
上作,54,48
一甲,54,45
一改,54,46
黨重,53,49
高清,53,25
體創,53,40
體之,53,52
駁二,53,25
風箏,53,8
頂樓,53,38
非正,53,48
電鍋,53,39
電郵,53,35
險性,53,47
陸設,53,45
院能,53,48
院做,53,50
關門,53,43
關金,53,49
關學,53,47
關內,53,50
間中,53,51
門一,53,50
長花,53,48
長級,53,42
長得,53,41
長室,53,39
鑽研,53,48
鐵車,53,46
錯失,53,50
銷團,53,33
金最,53,49
金動,53,46
量相,53,50
重蹈,53,49
里通,53,15
醫事,53,45
鄉土,53,44
都面,53,52
都開,53,51
都具,53,51
部擬,53,45
還本,53,40
還推,53,52
還大,53,51
遠航,53,19
遠期,53,49
達欣,53,9
達德,53,26
道收,53,38
過智,53,47
過文,53,47
過其,53,53
運效,53,50
進帳,53,44
這顯,53,52
這四,53,50
近似,53,50
車運,53,50
車身,53,39
車工,53,36
路直,53,45
路業,53,47
跌倒,53,44
起色,53,51
起司,53,37
贓款,53,30
購台,53,49
質管,53,39
資需,53,44
資表,53,45
資有,53,47
資最,53,49
資或,53,49
資將,53,52
豪說,53,38
讓醫,53,47
讓蔡,53,48
諾的,53,49
諾不,53,49
論時,53,50
論戰,53,46
請願,53,23
說得,53,51
設限,53,49
託台,53,51
討的,53,49
訊通,53,45
計入,53,43
言說,53,46
觸媒,53,9
要顧,53,46
要隨,53,51
要遵,53,46
要共,53,51
西的,53,47
製劑,53,26
裝上,53,48
行率,53,37
行則,53,48
螞蟻,53,34
薄弱,53,48
董氏,53,19
萬觀,53,48
華聯,53,17
若民,53,52
航新,53,42
與軍,53,47
與心,53,50
與微,53,42
與強,53,49
致命,53,45
自不,53,51
能於,53,52
能主,53,47
背心,53,38
育機,53,46
股受,53,51
肇事,53,35
聽障,53,27
聯結,53,50
聯展,53,33
聯外,53,48
耳目,53,51
義為,53,50
義式,53,40
置等,53,50
續運,53,48
續生,53,52
繼日,53,52
縱使,53,50
線為,53,49
紹和,53,29
級電,53,40
約到,53,48
管如,53,52
管及,53,53
等課,53,48
等建,53,52
笑聲,53,48
童軍,53,8
站至,53,30
站停,53,44
立下,53,48
積欠,53,36
積分,53,22
稱全,53,53
程飛,53,34
程設,53,47
程時,53,48
稅與,53,44
租費,53,33
科會,53,38
科廠,53,39
碩禾,53,32
眾共,53,48
眾以,53,50
看是,53,53
看一,53,50
盤進,53,50
盤檢,53,51
的輔,53,50
的見,53,52
的耐,53,46
的羅,53,47
的終,53,44
的往,53,49
的底,53,49
的將,53,53
的嗎,53,50
的去,53,52
的千,53,47
發過,53,49
發至,53,41
發更,53,51
當上,53,49
界解,53,48
界展,53,30
界先,53,43
由蔡,53,51
由內,53,52
用錢,53,32
用民,53,47
用支,53,40
產族,53,38
產價,53,45
生要,53,49
瓶裝,53,41
理分,53,51
現鈔,53,29
珍妮,53,37
玉里,53,41
獲悉,53,45
獎中,53,39
特賣,53,26
特派,53,52
特拉,53,29
物或,53,47
牙醫,53,36
無辜,53,50
為陸,53,52
為理,53,51
為滿,53,52
為深,53,52
為手,53,47
為已,53,51
灣到,53,52
灣健,53,38
澳幣,53,33
港地,53,51
測資,53,51
注中,53,35
法方,53,49
法增,53,45
況而,53,52
治體,53,21
水深,53,37
氣對,53,47
民身,53,39
比中,53,49
每當,53,51
段新,53,48
此議,53,50
此方,53,51
此後,53,52
止的,53,50
次申,53,37
次民,53,46
次主,53,53
機機,53,45
機加,53,47
榮也,53,49
業損,53,43
業才,53,45
業報,53,40
森說,53,39
校都,53,47
果還,53,50
果手,53,41
林碧,53,35
松青,53,7
東證,53,35
東也,53,50
本中,53,45
未過,53,47
未實,53,37
期資,53,51
望於,53,50
有達,53,51
有誤,53,47
有補,53,50
有給,53,49
有先,53,52
月買,53,42
月相,53,49
月每,53,46
會退,53,47
會晚,53,51
會形,53,52
會備,53,49
更因,53,53
更勝,53,50
暴跌,53,46
智說,53,41
時展,53,52
是醫,53,52
是都,53,52
是製,53,52
是水,53,51
春酒,53,34
明清,53,48
早一,53,50
日空,53,37
日刊,53,43
旗幟,53,48
旁聽,53,33
於香,53,53
於林,53,48
於夏,53,46
於先,53,52
方所,53,45
新是,53,50
新平,53,37
新埔,53,24
料和,53,52
政會,53,49
放給,53,48
收受,53,41
據與,53,44
據此,53,52
撥用,53,21
接納,53,42
接上,53,46
拿掉,53,43
招待,53,46
拉拉,53,22
投區,53,41
手提,53,45
所期,53,52
所改,53,50
所成,53,50
戰備,53,44
或轉,53,52
或外,53,53
成經,53,50
成收,53,51
應讓,53,53
憨兒,53,12
愛你,53,40
情就,53,50
快可,53,51
德路,53,44
從學,53,49
得公,53,48
得先,53,51
後悔,53,44
很自,53,48
很樂,53,45
式展,53,51
式出,53,47
